date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Sat, Nov 1, 2008|7:00p|Philadelphia 76ers|88|Atlanta Hawks|95|Box Score||19,651|
Sat, Nov 1, 2008|7:00p|Miami Heat|87|Charlotte Bobcats|100|Box Score||19,238|
Sat, Nov 1, 2008|7:00p|Boston Celtics|79|Indiana Pacers|95|Box Score||18,165|
Sat, Nov 1, 2008|7:00p|Sacramento Kings|103|Orlando Magic|121|Box Score||16,704|
Sat, Nov 1, 2008|7:30p|Washington Wizards|109|Detroit Pistons|117|Box Score||22,076|
Sat, Nov 1, 2008|7:30p|Golden State Warriors|105|New Jersey Nets|97|Box Score||17,390|
Sat, Nov 1, 2008|8:00p|Dallas Mavericks|95|Minnesota Timberwolves|85|Box Score||16,893|
Sat, Nov 1, 2008|8:00p|Cleveland Cavaliers|92|New Orleans Hornets|104|Box Score||18,150|
Sat, Nov 1, 2008|8:30p|Memphis Grizzlies|86|Chicago Bulls|96|Box Score||21,785|
Sat, Nov 1, 2008|8:30p|Oklahoma City Thunder|77|Houston Rockets|89|Box Score||16,996|
Sat, Nov 1, 2008|8:30p|Toronto Raptors|91|Milwaukee Bucks|87|Box Score||17,036|
Sat, Nov 1, 2008|9:00p|Los Angeles Lakers|104|Denver Nuggets|97|Box Score||19,651|
Sat, Nov 1, 2008|9:00p|Los Angeles Clippers|79|Utah Jazz|101|Box Score||19,602|
Sat, Nov 1, 2008|10:00p|Portland Trail Blazers|96|Phoenix Suns|107|Box Score||18,422|
Sun, Nov 2, 2008|6:00p|Milwaukee Bucks|94|New York Knicks|86|Box Score||18,190|
Sun, Nov 2, 2008|7:00p|Minnesota Timberwolves|85|Oklahoma City Thunder|88|Box Score||18,163|
Mon, Nov 3, 2008|7:00p|Detroit Pistons|101|Charlotte Bobcats|83|Box Score||11,023|
Mon, Nov 3, 2008|7:00p|Chicago Bulls|93|Orlando Magic|96|Box Score||15,606|
Mon, Nov 3, 2008|7:00p|Sacramento Kings|91|Philadelphia 76ers|125|Box Score||10,100|
Mon, Nov 3, 2008|8:00p|Golden State Warriors|79|Memphis Grizzlies|90|Box Score||10,121|
Mon, Nov 3, 2008|8:30p|Cleveland Cavaliers|100|Dallas Mavericks|81|Box Score||19,923|
Mon, Nov 3, 2008|10:30p|Utah Jazz|89|Los Angeles Clippers|73|Box Score||12,712|
Tue, Nov 4, 2008|7:30p|Phoenix Suns|114|New Jersey Nets|86|Box Score||15,230|
Tue, Nov 4, 2008|8:30p|Boston Celtics|103|Houston Rockets|99|Box Score||18,291|
Tue, Nov 4, 2008|8:30p|Dallas Mavericks|98|San Antonio Spurs|81|Box Score||17,398|
Wed, Nov 5, 2008|7:00p|Phoenix Suns|113|Indiana Pacers|103|Box Score||11,660|
Wed, Nov 5, 2008|7:00p|Detroit Pistons|100|Toronto Raptors|93|Box Score||18,602|
Wed, Nov 5, 2008|7:30p|Philadelphia 76ers|83|Miami Heat|106|Box Score||15,103|
Wed, Nov 5, 2008|7:30p|Charlotte Bobcats|98|New York Knicks|101|Box Score||17,977|
Wed, Nov 5, 2008|8:00p|Chicago Bulls|93|Cleveland Cavaliers|107|Box Score||20,562|
Wed, Nov 5, 2008|8:00p|Washington Wizards|104|Milwaukee Bucks|112|Box Score|OT|13,895|
Wed, Nov 5, 2008|8:00p|San Antonio Spurs|129|Minnesota Timberwolves|125|Box Score|2OT|11,112|
Wed, Nov 5, 2008|8:00p|Atlanta Hawks|87|New Orleans Hornets|79|Box Score||16,030|
Wed, Nov 5, 2008|8:00p|Boston Celtics|96|Oklahoma City Thunder|83|Box Score||19,136|
Wed, Nov 5, 2008|9:00p|Portland Trail Blazers|96|Utah Jazz|103|Box Score||19,911|
Wed, Nov 5, 2008|10:00p|Memphis Grizzlies|95|Sacramento Kings|100|Box Score||13,685|
Wed, Nov 5, 2008|10:30p|Denver Nuggets|101|Golden State Warriors|111|Box Score||18,194|
Wed, Nov 5, 2008|10:30p|Los Angeles Clippers|88|Los Angeles Lakers|106|Box Score||18,997|
Thu, Nov 6, 2008|8:00p|Philadelphia 76ers|88|Orlando Magic|98|Box Score||16,407|
Thu, Nov 6, 2008|10:30p|Houston Rockets|99|Portland Trail Blazers|101|Box Score|OT|20,611|
Fri, Nov 7, 2008|7:00p|New Orleans Hornets|89|Charlotte Bobcats|92|Box Score||13,435|
Fri, Nov 7, 2008|7:00p|New York Knicks|114|Washington Wizards|108|Box Score||20,173|
Fri, Nov 7, 2008|7:30p|Toronto Raptors|92|Atlanta Hawks|110|Box Score||18,290|
Fri, Nov 7, 2008|7:30p|Milwaukee Bucks|89|Boston Celtics|101|Box Score||18,624|
Fri, Nov 7, 2008|7:30p|Indiana Pacers|107|Cleveland Cavaliers|111|Box Score||20,562|
Fri, Nov 7, 2008|7:30p|Detroit Pistons|96|New Jersey Nets|103|Box Score||17,767|
Fri, Nov 7, 2008|8:00p|Miami Heat|99|San Antonio Spurs|83|Box Score||17,387|
Fri, Nov 7, 2008|8:30p|Phoenix Suns|83|Chicago Bulls|100|Box Score||21,967|
Fri, Nov 7, 2008|9:00p|Oklahoma City Thunder|97|Utah Jazz|104|Box Score||19,911|
Fri, Nov 7, 2008|10:00p|Minnesota Timberwolves|109|Sacramento Kings|121|Box Score||10,592|
Fri, Nov 7, 2008|10:30p|Dallas Mavericks|105|Denver Nuggets|108|Box Score||19,175|
Fri, Nov 7, 2008|10:30p|Memphis Grizzlies|109|Golden State Warriors|104|Box Score||18,744|
Fri, Nov 7, 2008|10:30p|Houston Rockets|92|Los Angeles Clippers|83|Box Score||14,670|
